# board_size=356,192
4,185
5,185
5,187
6,168
6,177
6,185
6,186
7,167
7,177
7,179
8,167
8,168
8,169
8,177
8,178
9,37
10,38
11,36
11,37
11,38
14,148
15,147
16,147
16,148
16,149
17,33
18,34
19,32
19,33
19,34
19,149
20,148
21,24
21,148
21,149
21,150
22,22
22,24
22,44
23,23
23,24
23,32
23,45
24,30
24,32
24,43
24,44
24,45
25,31
25,32
27,135
28,134
29,134
29,135
29,136
30,34
31,35
31,143
32,33
32,34
32,35
32,142
33,142
33,143
33,144
34,38
35,39
36,37
36,38
36,39
36,144
37,143
38,143
38,144
38,145
39,49
40,50
41,48
41,49
41,50
44,130
44,169
45,129
45,169
45,171
46,129
46,130
46,131
46,152
46,161
46,169
46,170
47,39
47,151
47,161
47,163
48,40
48,151
48,152
48,153
48,161
48,162
49,38
49,39
49,40
49,53
50,54
51,52
51,53
51,54
54,132
55,131
56,131
56,132
56,133
57,49
58,50
59,48
59,49
59,50
59,133
60,132
61,132
61,133
61,134
62,60
63,42
63,61
64,40
64,42
64,59
64,60
64,61
65,41
65,42
67,113
67,125
68,112
68,124
69,112
69,113
69,114
69,124
69,125
69,126
70,44
70,56
71,45
71,57
72,43
72,44
72,45
72,55
72,56
72,57
72,126
72,153
73,125
73,153
73,155
74,125
74,126
74,127
74,145
74,153
74,154
75,55
75,145
75,147
76,56
76,137
76,145
76,146
77,54
77,55
77,56
77,127
77,137
77,139
78,126
78,137
78,138
79,126
79,127
79,128
80,66
81,67
82,65
82,66
82,67
85,125
86,124
87,124
87,125
87,126
88,68
89,69
90,67
90,68
90,69
93,123
94,55
94,122
95,53
95,55
95,122
95,123
95,124
96,54
96,55
96,70
97,71
98,69
98,70
98,71
101,121
102,120
103,120
103,121
103,122
104,72
105,60
105,73
105,129
106,58
106,60
106,71
106,72
106,73
106,128
107,59
107,60
107,128
107,129
107,130
108,76
109,77
110,75
110,76
110,77
113,109
114,108
115,108
115,109
115,110
116,65
116,72
117,63
117,65
117,73
118,64
118,65
118,71
118,72
118,73
118,110
119,109
120,109
120,110
120,111
121,83
122,84
123,82
123,83
123,84
124,122
125,121
126,90
126,102
126,121
126,122
126,123
127,89
127,101
127,107
128,28
128,29
128,89
128,90
128,91
128,101
128,102
128,103
128,108
129,27
129,29
129,67
129,79
129,106
129,107
129,108
130,20
130,21
130,29
130,68
130,80
131,19
131,21
131,66
131,67
131,68
131,78
131,79
131,80
131,103
132,21
132,102
132,111
133,102
133,103
133,104
133,111
133,113
134,78
134,111
134,112
135,79
135,108
135,109
135,126
136,38
136,39
136,77
136,78
136,79
136,104
136,108
136,110
136,126
136,128
137,37
137,39
137,103
137,108
137,118
137,126
137,127
138,39
138,103
138,104
138,105
138,118
138,120
139,89
139,110
139,118
139,119
140,90
140,110
140,112
141,51
141,52
141,88
141,89
141,90
141,110
141,111
141,174
141,175
142,50
142,52
142,56
142,57
142,73
142,174
142,176
143,52
143,55
143,57
143,61
143,62
143,71
143,73
143,134
143,135
143,174
143,182
143,183
144,57
144,60
144,62
144,72
144,73
144,102
144,134
144,136
144,182
144,184
145,62
145,101
145,134
145,142
145,143
145,182
146,82
146,101
146,102
146,103
146,142
146,144
147,81
147,91
147,142
147,150
147,151
148,81
148,82
148,83
148,92
148,150
148,152
149,75
149,90
149,91
149,92
149,150
149,158
149,159
150,76
150,158
150,160
151,74
151,75
151,76
151,158
151,166
151,167
152,100
152,107
152,108
152,166
152,168
153,69
153,70
153,99
153,107
153,109
153,166
154,68
154,70
154,80
154,99
154,100
154,101
154,107
154,115
154,116
155,70
155,79
155,93
155,115
155,117
156,79
156,80
156,81
156,94
156,105
156,115
156,123
156,124
157,77
157,92
157,93
157,94
157,105
157,107
157,123
157,125
158,78
158,105
158,106
158,123
